id	treenum	term
D009203	C14.280.647.500	Myocardial Infarction
D009205	C14.280.238.625	Myocarditis
D009207	C10.597.350.500	Myoclonus
D009208	C04.557.435.585	Myoepithelioma
D009209	C05.651.550	Myofascial Pain Syndromes
D009212	C05.651.807.628	Myoglobinuria
D009214	C04.557.450.590.540	Myoma
D009216	C11.744.636	Myopia
D009217	C04.557.450.590.550	Myosarcoma
D009220	C05.651.594	Myositis
D009221	C05.651.594.638	Myositis Ossificans
D009222	C10.597.613.700	Myotonia
D009223	C05.651.534.500.500	Myotonic Dystrophy
D009224	C05.651.662.500	Myotonia Congenita
D009230	C17.300.550.590	Myxedema
D009232	C04.557.450.565.550	Myxoma
D009234	C02.256.743.665	Myxomatosis, Infectious
D009236	C04.557.450.565.560	Myxosarcoma
D009260	C17.800.529	Nail Diseases
D009261	C05.550.629	Nail-Patella Syndrome
D009263	C17.800.529.406	Nails, Ingrown
D009264	C23.300.820	Nails, Malformed
D009265	C02.081.885.550	Nairobi Sheep Disease
D009290	C10.886.425.800.200.750	Narcolepsy
D009293	C25.775.675	Opioid-Related Disorders
D009298	C08.460.572	Nasal Polyps
D009302	C07.550.350	Nasopharyngeal Diseases
D009303	C04.588.443.665.710.650	Nasopharyngeal Neoplasms
D009304	C07.550.350.700	Nasopharyngitis
D009325	C23.888.821.712	Nausea
D009332	C03.335.508.700.775.455.683	Necatoriasis
D009335	C17.300.200.495.545	Necrobiosis Lipoidica
D009336	C23.550.717	Necrosis
D009347	C04.588.322.609.145.500	Nelson Syndrome
D009349	C03.335.508	Nematode Infections
D009357	C16.614.610	Neonatal Abstinence Syndrome
D009358	C16	Congenital, Hereditary, and Neonatal Diseases and Abnormalities
D009360	C04.697.650.900	Neoplastic Cells, Circulating
D009361	C04.697.645	Neoplasm Invasiveness
D009362	C04.697.650	Neoplasm Metastasis
D009364	C04.697.655	Neoplasm Recurrence, Local
D009365	C04.697.670	Neoplasm Regression, Spontaneous
D009366	C04.697.650.830	Neoplasm Seeding
D009369	C04	Neoplasms
D009370	C04.557	Neoplasms by Histologic Type
D009371	C04.588	Neoplasms by Site
D009372	C04.557.450.565	Neoplasms, Connective Tissue
D009373	C04.557.465	Neoplasms, Germ Cell and Embryonal
D009374	C04.619	Neoplasms, Experimental
D009375	C04.557.470	Neoplasms, Glandular and Epithelial
D009376	C04.626	Neoplasms, Hormone-Dependent
D009377	C04.588.322.400	Multiple Endocrine Neoplasia
D009378	C04.651	Neoplasms, Multiple Primary
D009379	C04.557.450.590	Neoplasms, Muscle Tissue
D009380	C04.557.580	Neoplasms, Nerve Tissue
D009381	C04.682	Neoplasms, Radiation-Induced
D009382	C04.697.650.895	Neoplasms, Unknown Primary
D009383	C04.557.645	Neoplasms, Vascular Tissue
D009384	C04.588.322.490	Paraneoplastic Endocrine Syndromes
D009385	C04.697	Neoplastic Processes
D009386	C04.700	Neoplastic Syndromes, Hereditary
D009389	C23.550.589.500	Neovascularization, Pathologic
D009393	C12.777.419.570	Nephritis
D009394	C12.706.742	Nephritis, Hereditary
D009395	C12.777.419.570.643	Nephritis, Interstitial
D009396	C04.557.435.595	Wilms Tumor
D009397	C12.777.419.590	Nephrocalcinosis
D009400	C12.777.419.610	Nephrosclerosis
D009401	C12.777.419.630	Nephrosis
D009402	C12.777.419.630.477	Nephrosis, Lipoid
D009404	C12.777.419.630.643	Nephrotic Syndrome
D009408	C10.668.829.550	Nerve Compression Syndromes
D009410	C23.550.737	Nerve Degeneration
D009421	C10.500	Nervous System Malformations
D009422	C10	Nervous System Diseases
D009423	C04.588.614	Nervous System Neoplasms
D009436	C10.500.680	Neural Tube Defects
D009437	C10.668.829.600	Neuralgia
D009442	C04.557.465.625.650.595	Neurilemmoma
D009443	C10.668.829.650	Neuritis
D009444	C10.114.703.700	Neuritis, Autoimmune, Experimental
D009447	C04.557.465.625.600.590.650.550	Neuroblastoma
D009450	C17.800.174.660	Neurodermatitis
D009455	C04.557.580.600.580	Neurofibroma
D009456	C04.557.580.600.580.590.650	Neurofibromatosis 1
D009459	C10.228.140.079.737	Neuroleptic Malignant Syndrome
D009461	C10.597	Neurologic Manifestations
D009463	C04.557.580.600.610	Neuroma
D009464	C04.557.465.625.650.595.610	Neuroma, Acoustic
D009468	C10.668	Neuromuscular Diseases
D009471	C10.114.375.600.500	Neuromyelitis Optica
D009472	C10.574.500.550	Neuronal Ceroid-Lipofuscinoses
D009477	C10.500.310	Hereditary Sensory and Autonomic Neuropathies
D009494	C01.252.200.750	Neurosyphilis
D009503	C15.378.553.546.184.564	Neutropenia
D009506	C04.557.665.560	Nevus
D009507	C04.557.665.560.615.585	Nevus of Ota
D009508	C04.557.665.560.615	Nevus, Pigmented
D009521	C02.782.580.600.080.600	Newcastle Disease
D009542	C10.228.140.163.100.435.825.700	Niemann-Pick Diseases
D009617	C01.252.410.040.692	Nocardia Infections
D009625	C07.465.604	Noma
D009630	C23.550.210.645	Nondisjunction, Genetic
D009631	C04.182.089.530.660	Nonodontogenic Cysts
D009634	C05.660.207.690	Noonan Syndrome
D009667	C08.460.619	Nose Deformities, Acquired
D009668	C08.460	Nose Diseases
D009669	C04.588.149.721.600	Nose Neoplasms
D009748	C18.654	Nutrition Disorders
D009750	C18	Nutritional and Metabolic Diseases
D009755	C11.966.671	Night Blindness
D009759	C10.292.562.675	Nystagmus, Pathologic
D009765	C18.654.726.500	Obesity
D009767	C18.654.726.500.700	Obesity, Morbid
D009783	C17.800.174.255.700	Dermatitis, Occupational
D009784	C24	Occupational Diseases
D009794	C23.550.744	Ochronosis
D009798	C11.525	Ocular Hypertension
D009800	C10.228.140.163.100.640	Oculocerebrorenal Syndrome
D009807	C04.182.089.530.690	Odontogenic Cysts
D009808	C04.557.695	Odontogenic Tumors
D009810	C04.557.695.610	Odontoma
D009814	C03.335.508.700.775.583	Oesophagostomiasis
D009837	C04.557.465.625.600.380.590	Oligodendroglioma
D009839	C23.550.568.937	Oligomenorrhea
D009845	C12.294.365.700.508	Oligospermia
D009846	C12.777.934.600	Oliguria
D009849	C10.177.575.550.375	Olivopontocerebellar Atrophies
D009855	C03.335.508.700.750.361.699	Onchocerciasis
D009869	C13.351.500.056.630.450	Oophoritis
D009877	C01.539.375.265	Endophthalmitis
D009878	C01.252.354.225.625	Ophthalmia Neonatorum
D009879	C11.941.879.780.500	Ophthalmia, Sympathetic
D009886	C10.292.562.750	Ophthalmoplegia
D009889	C03.335.865.685	Opisthorchiasis
D009894	C01.539.597	Opportunistic Infections
D009896	C10.292.700.225	Optic Atrophy
D009901	C10.292.700	Optic Nerve Diseases
D009902	C10.292.700.550	Optic Neuritis
D009912	C07.465.634	Oral Manifestations
D009914	C07.465.654	Oral Submucous Fibrosis
D009916	C11.675	Orbital Diseases
D009917	C10.900.300.284.500.550	Orbital Fractures
D009918	C04.588.149.721.656	Orbital Neoplasms
D009920	C12.294.829.493	Orchitis
D009956	C01.252.400.210.250.600	Psittacosis
D009957	C07.465.614.421	Oroantral Fistula
D009958	C05.116.099.370.652	Orofaciodigital Syndromes
D009959	C04.588.443.665.710.684	Oropharyngeal Neoplasms
D009976	C02.782.620	Orthomyxoviridae Infections
D009999	C23.550.751	Ossification, Heterotopic
D010000	C05.116.680	Osteitis
D010001	C05.116.692	Osteitis Deformans
D010002	C05.116.132.684	Osteitis Fibrosa Cystica
D010003	C05.550.114.606	Osteoarthritis
D010004	C05.116.725	Osteoarthropathy, Primary Hypertrophic
D010005	C05.116.758	Osteoarthropathy, Secondary Hypertrophic
D010007	C05.116.791	Osteochondritis
D010008	C05.116.791.668	Osteochondritis Dissecans
D010009	C05.116.099.708	Osteochondrodysplasias
D010013	C05.116.099.708.685	Osteogenesis Imperfecta
D010014	C05.116.264.579	Osteolysis
D010015	C05.116.099.736	Osteolysis, Essential
D010016	C04.557.450.565.575.625	Osteoma
D010017	C04.557.450.565.575.625.625	Osteoma, Osteoid
D010018	C05.116.198.816.640	Osteomalacia
D010019	C01.539.160.495	Osteomyelitis
D010020	C05.116.852	Osteonecrosis
D010022	C05.116.099.708.702.678	Osteopetrosis
D010023	C05.116.099.708.702.685	Osteopoikilosis
D010024	C05.116.198.579	Osteoporosis
D010025	C26.733.579	Osteoradionecrosis
D010026	C05.116.099.708.702	Osteosclerosis
D010029	C03.335.508.700.775.825.580	Ostertagiasis
D010031	C09.218.705	Otitis
D010032	C09.218.705.496	Otitis Externa
D010033	C09.218.705.663	Otitis Media
D010034	C09.218.705.663.683	Otitis Media with Effusion
D010035	C01.539.830.694	Otitis Media, Suppurative
D010038	C09	Otorhinolaryngologic Diseases
D010039	C04.588.443.665	Otorhinolaryngologic Neoplasms
D010040	C09.218.768	Otosclerosis
D010048	C04.182.612	Ovarian Cysts
D010049	C13.351.500.056.630	Ovarian Diseases
D010051	C04.588.322.455	Ovarian Neoplasms
D010123	C03.335.508.700.550.550	Oxyuriasis
D010144	C04.557.470.200.240.187.500	Paget's Disease, Mammary
D010145	C04.557.470.200.025.660	Paget Disease, Extramammary
D010146	C23.888.592.612	Pain
D010148	C23.888.592.612.776	Pain, Intractable
D010149	C23.550.767.700	Pain, Postoperative
D010157	C04.588.149.721.450.692	Palatal Neoplasms
D010167	C23.888.885.500	Pallor
D010178	C04.588.894.797.520.734	Pancoast Syndrome
D010181	C04.182.640	Pancreatic Cyst
D010182	C06.689	Pancreatic Diseases
D010185	C06.267.775	Pancreatic Fistula
D010188	C06.689.276	Exocrine Pancreatic Insufficiency
D010190	C04.588.274.761	Pancreatic Neoplasms
D010192	C04.182.640.692	Pancreatic Pseudocyst
D010195	C06.689.750	Pancreatitis
D010198	C15.378.700	Pancytopenia
D010201	C17.300.710.500	Panniculitis, Nodular Nonsuppurative
D010202	C01.252.354.900.675	Panophthalmitis
D010211	C10.292.700.900	Papilledema
D010212	C04.557.470.700.600	Papilloma
D010214	C16.320.850.475.600	Papillon-Lefevre Disease
D010217	C02.081.700	Phlebotomus Fever
D010229	C01.703.700	Paracoccidioidomycosis
D010235	C04.557.465.625.650.700	Paraganglioma
D010236	C04.557.465.625.650.700.705	Paraganglioma, Extra-Adrenal
D010237	C03.335.865.741	Paragonimiasis
D010241	C17.800.428.736	Parakeratosis
D010243	C10.597.622	Paralysis
D010244	C10.574.562.300	Bulbar Palsy, Progressive
D010245	C05.651.701	Paralyses, Familial Periodic
D010246	C16.614.131.587	Paralysis, Obstetric
D010249	C13.351.500.056.750.750	Parametritis
D010253	C02.782.580.600.600	Respirovirus Infections
D010254	C08.460.692	Paranasal Sinus Diseases
D010255	C04.588.443.665.650.693	Paranasal Sinus Neoplasms
D010257	C04.730	Paraneoplastic Syndromes
D010263	C12.294.494.684.587	Paraphimosis
D010264	C10.597.622.669	Paraplegia
D010265	C15.378.147.780	Paraproteinemias
D010267	C17.800.859.575	Parapsoriasis
D010272	C03	Parasitic Diseases
D010273	C03.701	Parasitic Diseases, Animal
D010279	C19.642	Parathyroid Diseases
D010282	C04.588.322.525	Parathyroid Neoplasms
D010283	C01.252.410.040.552.588	Paratuberculosis
D010284	C01.252.400.310.821.438	Paratyphoid Fever
D010291	C10.597.636	Paresis
D010292	C10.597.751.791.875	Paresthesia
D010300	C10.228.140.079.862.500	Parkinson Disease
D010301	C10.228.140.079.862.800.600	Parkinson Disease, Postencephalitic
D010302	C10.228.140.079.862.800	Parkinson Disease, Secondary
D010304	C01.539.800.460	Paronychia
D010305	C07.465.815.470	Parotid Diseases
D010307	C04.588.443.591.824.695	Parotid Neoplasms
D010309	C07.465.815.470.800	Parotitis
D010310	C04.182.668	Parovarian Cyst
D010319	C22.695	Parturient Paresis
D010322	C02.256.700	Parvoviridae Infections
D010326	C01.252.400.700.662	Pasteurella Infections
D010335	C23.550	Pathologic Processes
D010373	C03.858.211.465	Lice Infestations
D010381	C15.378.553.696	Pelger-Huet Anomaly
D010382	C06.552.802	Peliosis Hepatis
D010383	C18.654.521.500.133.699.529	Pellagra
D010386	C04.588.699	Pelvic Neoplasms
D010390	C11.187.482	Pemphigoid, Benign Mucous Membrane
D010391	C17.800.865.690	Pemphigoid, Bullous
D010392	C17.800.865.716	Pemphigus
D010409	C12.294.494	Penile Diseases
D010411	C12.294.494.508	Penile Induration
D010412	C04.588.945.440.715	Penile Neoplasms
D010437	C06.405.469.275.800	Peptic Ulcer
D010438	C06.405.227.700	Peptic Ulcer Hemorrhage
D010439	C06.405.469.275.800.698	Peptic Ulcer Perforation
D010468	C10.597.606.762	Perceptual Disorders
D010482	C01.539.830.025.650	Periapical Abscess
D010483	C07.320.830	Periapical Diseases
D010484	C07.320.830.700.740	Periapical Granuloma
D010485	C07.320.830.700	Periapical Periodontitis
D010488	C14.907.940.090.720	Polyarteritis Nodosa
D010489	C05.550.114.678	Periarthritis
D010490	C14.280.695	Pericardial Effusion
D010493	C14.280.720	Pericarditis
D010494	C14.280.720.595	Pericarditis, Constrictive
D010495	C01.252.410.040.552.846.561.595	Pericarditis, Tuberculous
D010497	C07.465.714.258.771	Pericoronitis
D010501	C12.777.419.685	Perinephritis
D010505	C16.320.382.625	Familial Mediterranean Fever
D010508	C01.539.830.025.665	Periodontal Abscess
D010509	C04.182.089.530.690.790	Periodontal Cyst
D010510	C07.465.714	Periodontal Diseases
D010514	C07.465.714.533.750	Periodontal Pocket
D010518	C07.465.714.533	Periodontitis
D010520	C07.465.714.533.161	Aggressive Periodontitis
D010522	C01.539.160.595	Periostitis
D010523	C10.668.829	Peripheral Nervous System Diseases
D010524	C04.588.614.596	Peripheral Nervous System Neoplasms
D010532	C06.844	Peritoneal Diseases
D010534	C04.588.033.513	Peritoneal Neoplasms
D010538	C01.539.463.600	Peritonitis
D010547	C08.381.423.694	Persistent Fetal Circulation Syndrome
D010580	C04.700.705	Peutz-Jeghers Syndrome
D010585	C15.378.553.774	Phagocyte Bactericidal Dysfunction
D010591	C10.597.606.762.700	Phantom Limb
D010608	C07.550	Pharyngeal Diseases
D010610	C04.588.443.665.710	Pharyngeal Neoplasms
D010612	C07.550.781	Pharyngitis
D010623	C25.775.700	Phencyclidine Abuse
D010661	C10.228.140.163.100.687	Phenylketonurias
D010673	C04.557.465.625.650.700.725	Pheochromocytoma
D010677	C23.550.210.870.680	Philadelphia Chromosome
D010688	C12.294.494.684	Phimosis
D010689	C14.907.617.718	Phlebitis
D010760	C18.452.750	Phosphorus Metabolism Disorders
D010787	C17.800.600	Photosensitivity Disorders
D010842	C23.888.821.825	Pica
D010845	C08.618.085.852.850.500	Obesity Hypoventilation Syndrome
D010850	C02.782.687	Picornaviridae Infections
D010854	C01.703.753	Piedra
D010855	C05.500.460.606	Pierre Robin Syndrome
D010859	C17.800.621	Pigmentation Disorders
D010864	C04.182.710	Pilonidal Sinus
D010871	C04.557.465.625.600.657	Pinealoma
D010874	C01.252.400.840.558	Pinta
D010899	C10.228.140.300.535.625	Pituitary Apoplexy
D010900	C10.228.140.617.738	Pituitary Diseases
D010911	C04.588.322.609	Pituitary Neoplasms
D010915	C17.800.859.600	Pityriasis
D010916	C17.800.859.600.685	Pityriasis Rubra Pilaris
D010921	C13.703.420.643	Placenta Accreta
D010922	C13.703.590	Placenta Diseases
D010923	C13.703.420.714	Placenta Previa
D010927	C13.703.590.800	Placental Insufficiency
D010930	C01.252.400.310.980.745	Plague
D010939	C25.723.756	Plant Poisoning
D010954	C04.557.595.600	Plasmacytoma
D010981	C15.378.100.685	Platelet Storage Pool Deficiency
D010985	C05.116.099.742	Platybasia
D010995	C08.528	Pleural Diseases
D010996	C08.528.652	Pleural Effusion
D010997	C04.588.894.797.640	Pleural Neoplasms
D010998	C08.528.735	Pleurisy
D011000	C02.782.687.359.213.737	Pleurodynia, Epidemic
D011001	C08.381.677.473	Pleuropneumonia
D011002	C01.252.400.610.610.717	Pleuropneumonia, Contagious
D011004	C06.405.117.119.500.742	Plummer-Vinson Syndrome
D011006	C06.405.469.778	Pneumatosis Cystoides Intestinalis
D011007	C10.228.140.199.700	Pneumocephalus
D011008	C01.252.410.890.670	Pneumococcal Infections
D011009	C08.381.483.581	Pneumoconiosis
D011014	C08.381.677	Pneumonia
D011015	C08.381.677.529	Pneumonia, Aspiration
D011016	C08.730.085.660	Pneumonia, Atypical Interstitial, of Cattle
D011017	C08.381.677.529.612	Pneumonia, Lipid
D011018	C01.252.410.890.670.750	Pneumonia, Pneumococcal
D011019	C01.252.400.610.610.760	Pneumonia, Mycoplasma
D011020	C01.703.534.700	Pneumonia, Pneumocystis
D011021	C02.782.815.616.660	Pneumonia, Progressive Interstitial, of Sheep
D011022	C01.252.400.780.600	Pneumonia, Rickettsial
D011023	C01.252.410.868.675	Pneumonia, Staphylococcal
D011024	C02.705	Pneumonia, Viral
D011026	C14.280.763	Pneumopericardium
D011027	C06.844.670	Pneumoperitoneum
D011030	C08.528.778	Pneumothorax
D011038	C16.131.831.775	Rothmund-Thomson Syndrome
D011040	C17.800.174.255.100.700	Dermatitis, Toxicodendron
D011041	C25.723	Poisoning
D011045	C05.116.099.370.894.819.756	Poland Syndrome
D011051	C02.782.687.359.764	Poliomyelitis
D011052	C02.782.687.359.764.614	Poliomyelitis, Bulbar
D011081	C05.182.531	Polychondritis, Relapsing
D011085	C04.182.612.765	Polycystic Ovary Syndrome
D011086	C15.378.738	Polycythemia
D011087	C04.588.448.200.500	Polycythemia Vera
D011111	C05.651.742	Polymyalgia Rheumatica
D011115	C10.668.829.800	Polyneuropathies
D011123	C23.550.210.702	Polyploidy
D011125	C04.557.470.035.215.100	Adenomatous Polyposis Coli
D011127	C23.300.825	Polyps
D011128	C10.668.829.800.750.700	Polyradiculopathy
D011129	C10.114.750	Polyradiculoneuropathy
D011141	C12.777.934.616	Polyuria
D011146	C17.800.174.620.300	Eczema, Dyshidrotic
D011151	C04.182.867.500	Popliteal Cyst
D011164	C18.452.811	Porphyrias
D011178	C06.405.748.630	Postgastrectomy Syndromes
D011180	C23.550.260.224.617	Postmortem Changes
D011183	C23.550.767	Postoperative Complications
D011185	C14.280.793	Postpericardiotomy Syndrome
D011186	C14.907.617.718.760	Postphlebitic Syndrome
D011191	C18.654.521.500.617	Potassium Deficiency
D011201	C22.131.728	Poultry Diseases
D011213	C02.256.743	Poxviridae Infections
D011218	C10.597.606.643.690	Prader-Willi Syndrome
D011225	C13.703.395.249	Pre-Eclampsia
D011226	C14.280.067.780	Pre-Excitation Syndromes
D011227	C14.280.067.780.770	Pre-Excitation, Mahaim-Type
D011230	C04.834	Precancerous Conditions
D011236	C18.452.394.750.774	Prediabetic State
D011248	C13.703	Pregnancy Complications
D011249	C13.703.634	Pregnancy Complications, Cardiovascular
D011250	C13.703.667	Pregnancy Complications, Hematologic
D011251	C01.539.674	Pregnancy Complications, Infectious
D011252	C04.850	Pregnancy Complications, Neoplastic
D011254	C13.703.726	Pregnancy in Diabetics
D011269	C13.703.733.536	Pregnancy, Abdominal
D011271	C13.703.733	Pregnancy, Ectopic
D011273	C13.703.805	Pregnancy, Prolonged
D011274	C13.703.733.703	Pregnancy, Tubal
D011289	C04.834.770	Preleukemia
D011293	C23.550.568.968	Premenstrual Syndrome
D011297	C13.703.824.500	Prenatal Exposure Delayed Effects
D011304	C09.218.458.341.887.772	Presbycusis
D011305	C11.744.786	Presbyopia
D011317	C12.294.494.786	Priapism
D011349	C06.405.205.865	Proctitis
D011350	C06.405.205.265.767	Proctocolitis
D011371	C16.320.565.753	Progeria
D011378	C05.500.460.655	Prognathism
D011391	C23.300.842	Prolapse
D011469	C12.294.565	Prostatic Diseases
D011470	C12.294.565.500	Prostatic Hyperplasia
D011471	C04.588.945.440.770	Prostatic Neoplasms
D011472	C12.294.565.750	Prostatitis
D011475	C23.550.767.865	Prosthesis Failure
D011488	C18.654.521.500.708	Protein Deficiency
D011502	C18.654.521.500.708.626	Protein-Energy Malnutrition
D011504	C06.405.469.818	Protein-Losing Enteropathies
D011507	C12.777.934.734	Proteinuria
D011512	C01.252.400.310.708	Proteus Infections
D011528	C03.752	Protozoan Infections
D011529	C03.701.688	Protozoan Infections, Animal
D011535	C16.131.077.745	Prune Belly Syndrome
D011536	C17.800.674	Prurigo
D011537	C17.800.685	Pruritus
D011538	C06.405.469.860.101.752	Pruritus Ani
D011539	C13.351.500.944.626	Pruritus Vulvae
D011542	C26.404.468.627	Pseudarthrosis
D011546	C12.777.419.815.770	Pseudohypoaldosteronism
D011547	C05.116.198.709	Pseudohypoparathyroidism
D011552	C01.252.400.739	Pseudomonas Infections
D011553	C04.557.470.590.782	Pseudomyxoma Peritonei
D011556	C05.116.198.709.628	Pseudopseudohypoparathyroidism
D011557	C02.182.710	Pseudorabies
D011559	C10.228.140.631.750	Pseudotumor Cerebri
D011561	C14.907.454.530	Pseudoxanthoma Elasticum
D011565	C17.800.859.675	Psoriasis
D011595	C10.597.350.600	Psychomotor Agitation
D011596	C10.597.606.881	Psychomotor Disorders
D011602	C23.888.592.700	Psychophysiologic Disorders
D011604	C25.723.809.750	Psychoses, Alcoholic
D011605	C25.723.809	Psychoses, Substance-Induced
D011625	C11.187.781	Pterygium
D011628	C19.391.690	Puberty, Delayed
D011629	C19.391.693	Puberty, Precocious
D011644	C13.703.844	Puerperal Disorders
D011645	C01.539.674.715	Puerperal Infection
D011648	C02.782.815.725	Pulmonary Adenomatosis, Ovine
D011649	C08.381.719	Pulmonary Alveolar Proteinosis
D011654	C08.381.742	Pulmonary Edema
